event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
SLV1635,2018-04-06,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)","Military Forces of El Salvador (2009-2019)",7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador",Ilopango,,Ilopango,13.7017,-89.1094,1,"La Prensa Grafica",National,"On 6 April 2018, an off-duty soldier was killed by unidentified armed actors in Colonia Bosques de Prusia, Ilopango (Ilopango, San Salvador).",1,,1607554532,,,,
SLV1643,2018-04-07,2018,1,"Political violence",Battles,"Armed clash","B-18: Barrio-18",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","Santa Ana","Santa Ana",,"Santa Ana",13.9942,-89.5597,3,"Diario 1",National,"On 7 April 2018, STO agents from the police forces of El Salvador clashed with members from 18th Street Gang in Santa Ana Department. As a result, 1 gang member died and 1 rifle was seized.",1,,1607554482,,,,
SLV1638,2018-04-07,2018,1,"Political violence",Battles,"Armed clash","B-18: Barrio-18",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","San Salvador",Apopa,,Apopa,13.8072,-89.1792,2,"El Mundo (El Salvador)",National,"On 7 April 2018, the police forces clashed with 18th Street Gang members in Apopa (San Salvador). As a result, the gang leader in Apopa, died and 2 more were arrested.",1,,1607554489,,,,
SLV1641,2018-04-07,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","Santa Ana",Chalchuapa,,Chalchuapa,13.9867,-89.6811,1,"El Mundo (El Salvador)",National,"On 7 April 2018, police forces clashed with unidentified armed gang members while patrolling in San Luis, Chalchuapa (Chalchuapa, Santa Ana). As a result, 1 gang member died.",1,,1607554489,,,,
SLV1636,2018-04-07,2018,1,"Political violence",Battles,"Armed clash","MS-13: Mara Salvatrucha",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador",Cabanas,Ilobasco,,Nanastepeque,13.8000,-88.9000,1,"FGR (El Salvador)",Other,"On 7 April 2018, in Canton Nanastepeque, Ilobasco municipality, Cabanas, there was an armed clash between the police forces and the gang Mara Salvatrucha , one gang member was killed. 1 fatality.",1,,1607554520,,,,
SLV1637,2018-04-07,2018,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (El Salvador)",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","San Salvador",Aguilares,,Aguilares,13.9572,-89.1897,1,"La Prensa Grafica",National,"On 7 April 2018, 3 police officers were injured after the explosion of a homemade ordnance on km 32 of Troncal del Norte road, in Aguilares (Aguilares, San Salvador). The police officers had received a call informing them about a dead body on such location and when they arrived to verify the body, as they lifted up the tarpaulin covering what seemed to be a human body but wasn't, the explosion occurred. It is still unknown whether they themselves activated the detonation by lifting up the tarpaulin or whether it was remotely activated.",0,,1607554532,,,,
SLV1644,2018-04-07,2018,1,"Political violence",Battles,"Armed clash","B-18: Barrio-18",,3,"B-18: Barrio-18",,3,33,,222,"Central America","El Salvador",Sonsonate,Izalco,,Cuyagualo,13.7668,-89.6162,1,"La Prensa Grafica",National,"On 7 April 2018, a man and his mother were forcibly taken out of their home and shot dead by unidentified armed actors in Cuyagualo (Izalco, Sonsonate). The man was a member of 18th Street Gang and the police forces believe he and his mother were killed by members of the same gang as part of an internal purge.",2,,1607554533,,,,
SLV1642,2018-04-07,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Unidentified Gang (El Salvador)","Former Police Forces of El Salvador (2009-2019)",3,33,,222,"Central America","El Salvador","Santa Ana","El Congo",,"El Congo",13.9089,-89.4958,1,"La Prensa Grafica",National,"On 7 April 2018, a former police officer, the son of a police sergeant, and two other men, all four of whom were alleged members of a gang, were killed in El Congo (El Congo, Santa Ana). The police forces believe they were killed by members of the same gang.",4,,1607554533,,,,
SLV1640,2018-04-07,2018,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)","MTN: National Transformation Movement",6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"La Prensa Grafica",National,"On 7 April 2018, the MTN: National Transformation Movement staged a protest against abortion and a recent effort to decriminalize abortion, marching from El Salvador del Mundo to Plaza Gerardo Barrios, in San Salvador city (San Salvador, San Salvador).",0,,1607554534,,,,
SLV1639,2018-04-07,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)","GANA: Grand Alliance for National Unity; Government of El Salvador (2009-2019)",7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador",Ilopango,,Ilopango,13.7017,-89.1094,1,"La Prensa Grafica",National,"On 7 April 2018, a councillor for GANA: Grand Alliance for National Unity in Ilopango was shot dead by unidentified armed actors in Urbanizacion San Bartolo, Ilopango (Ilopango, San Salvador).",1,"local administrators",1687837305,,,,
SLV1645,2018-04-08,2018,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","B-18 (R): Barrio-18 (Revolucionarios)",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador",Cuscatlan,Suchitoto,,Suchitoto,13.9381,-89.0278,2,"El Salvador.com",National,"On 8 April 2018, in Suchitoto municipality, Cuscatlan, members of the gang B-18 Revolucionarios put a bomb hidden in a doll in the San Francisco bridge to kill police officers. Two policemen were injured in the explosion. No fatalities reported.",0,,1607554504,,,,
SLV1647,2018-04-08,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","San Salvador",Soyapango,,Soyapango,13.7102,-89.1399,1,"La Prensa Grafica",National,"On 8 April 2018, the police forces of El Salvador clashed with unidentified armed gang members in Soyapango (Soyapango, San Salvador). As a result, 1 gang member died.",1,,1607554533,,,,
SLV1646,2018-04-08,2018,1,"Political violence","Violence against civilians",Attack,"MS-13: Mara Salvatrucha",,3,"Civilians (El Salvador)","Former Military Forces of El Salvador (2009-2019); Labor Group (El Salvador)",7,37,"Civilian targeting",222,"Central America","El Salvador",Morazan,"Delicias de Concepcion",,"La Cuchilla",13.7921,-88.1365,1,"La Prensa Grafica",National,"On 8 April 2018, a worker for FOVIAL: Road Maintenance Fund and former member of the military forces of El Salvador (2009-) was killed by unidentified armed actors in Los Arguetas, La Cuchilla (Delicias de Concepcion, Morazan).",1,,1631029080,,,,
SLV1649,2018-04-09,2018,1,Demonstrations,Protests,"Peaceful protest","Protesters (El Salvador)",,6,,,0,60,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"Diario Co Latino",National,"On 9 April 2018, representatives of popular groups set up a vigil in front of the Brazilian Embassy in San Salvador city (San Salvador, San Salvador) to demand the release of Brazilian ex-president Luiz Inacio Lula Da Silva.",0,,1607554483,,,,
SLV1648,2018-04-09,2018,1,"Strategic developments","Strategic developments","Disrupted weapons use","Police Forces of El Salvador (2009-2019)",,1,"B-18: Barrio-18",,3,13,,222,"Central America","El Salvador","San Salvador","San Salvador",,"San Salvador",13.6894,-89.1872,1,"El Mundo (El Salvador)",National,"On 9 April 2018, the police forces defused 2 M14 anti personnel landmines set up by 18th Street Gang member in Don Bosco community, San Salvador city (San Salvador, San Salvador).",0,,1607554489,,,,
SLV1651,2018-04-10,2018,1,"Political violence",Battles,"Armed clash","B-18: Barrio-18",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","La Libertad",Talnique,,"San Jose Los Sitios",13.7066,-89.4112,1,"La Prensa Grafica; El Mundo (El Salvador)",National,"On 10 April 2018, police officers from STO clashed with MS-13: Mara Salvatrucha members towards Hacienda El Transito, in San Jose Los Sitios (Talnique, La Libertad), as the latter set up an ambush. As a result, 1 police officer was injured and 2 MS-13 members died.",2,,1607554459,,,,
SLV1650,2018-04-10,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","La Libertad",Sacacoyo,,Ateos,13.7411,-89.4283,1,"Diario 1",National,"On 10 April 2018, the police forces of El Salvador clashed with unidentified armed gang members in El Transito, Ateos (Sacacoyo, La Libertad). As a result, 1 police officer was injured.",0,,1607554482,,,,
SLV1652,2018-04-10,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador",Morazan,Cacaopera,,Cacaopera,13.7667,-88.0833,2,"Diario 1",National,"On 10 April 2018, in Cacaopera municipality, Morazan, an armed man killed a couple in their house and took their daughter to a mountain where he strangled her and buried the body. Later that night, he came with other men to the house to dismember the bodies of the parents and take them to the mountain to burry them. 3 fatalities.",3,,1607554482,,,,
SLV1654,2018-04-11,2018,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"B-18 (R): Barrio-18 (Revolucionarios)",,3,33,,222,"Central America","El Salvador","San Salvador",Apopa,,Apopa,13.8072,-89.1792,1,"FGR (El Salvador)",Other,"On 11 April 2018, in Apopa, San Salvador, two members of the gang B-13: Revolucionarios were killed in colonia San Jose, the reason is unknown. 2 fatalities.",2,,1607554521,,,,
SLV1653,2018-04-11,2018,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (El Salvador)",,3,"MS-13: Mara Salvatrucha",,3,33,,222,"Central America","El Salvador","La Paz",Olocuilta,,Olocuilta,13.5697,-89.1172,2,"FGR (El Salvador)",Other,"On 11 April 2018, in Olocuilta municipality, La Paz, a member of the gang Mara Salvatrucha was killed during an armed clash in canton Nuevo Eden. 1 fatality.",1,,1607554521,,,,
SLV1656,2018-04-12,2018,1,"Political violence",Battles,"Armed clash","MS-13: Mara Salvatrucha",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","La Libertad",Talnique,,"San Jose Los Sitios",13.7066,-89.4112,1,"Diario 1; La Prensa Grafica",National,"On 12 April 2018, police officers clashed with alleged members of MS-13: Mara Salvatrucha while patrolling in Colonia 13 de Enero, San Jose Los Sitios (Talnique, La Libertad). As a result, 1 MS-13 member died and 2 police officers were injured. This event is believed to be linked to a previous clash on 10 April 2018 in San Jose Los Sitios, Talnique.",1,,1607554459,,,,
SLV1655,2018-04-12,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","La Libertad","La Libertad",,"Puerto de La Libertad",13.4888,-89.3191,1,"FGR (El Salvador)",Other,"On 12 April 2018, in Puerto de La Libertad, La Libertad, unidentified men on a motorcycle shot a person who later died in the hospita (drive-by)l. 1 fatality.",1,,1607554521,,,,
SLV1657,2018-04-13,2018,1,"Political violence",Battles,"Armed clash","B-18: Barrio-18",,3,"Police Forces of El Salvador (2009-2019)",,1,13,,222,"Central America","El Salvador","Santa Ana",Chalchuapa,,"El Coco",14.0592,-89.7050,1,"El Mundo (El Salvador)",National,"On 13 April 2018, STO forces clashed with 18th Street Gang members while patrolling in El Arenal, El Coco (Chalchuapa, Santa Ana). As a result, 1 18th Street Gang member died.",1,,1607554489,,,,
SLV4157,2018-04-14,2018,1,"Political violence","Violence against civilians",Attack,"MS-13: Mara Salvatrucha",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","La Paz","San Pedro Masahuat",,"San Pedro Masahuat",13.5450,-89.0371,1,"Attorney General's Office of El Salvador; El Salvador.com",Other-National,"On 14 April 2018, in San Pedro Masahuat, La Paz, three members of MS-13 shot and killed a man after he refused to pay extortion in colonia Palestina. No more information is provided by the source. 1 fatality.",1,,1704766921,,,,
SLV1658,2018-04-15,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Gang (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador",Ayutuxtepeque,,Ayutuxtepeque,13.7456,-89.2064,1,"Diario 1",National,"On 15 April 2018, an 11-year-old and a 16-year-old were shot dead by alleged gang members in Monte Victor, Ayutuxtepeque (Ayutuxtepeque, San Salvador).",2,,1607554481,,,,
SLV1659,2018-04-15,2018,1,"Political violence",Battles,"Armed clash","Unidentified Gang (El Salvador)",,3,"Unidentified Gang (El Salvador)",,3,33,,222,"Central America","El Salvador","San Salvador",Ayutuxtepeque,,Ayutuxtepeque,13.7456,-89.2064,2,"El Salvador.com",National,"On 15 April 2018, in Ayutuxtepeque municipality, San Salvador, gang members killed four relatives of a police officer in Los Llanitos aldea. Two brothers in law were killed, who allegedly were collaborating with a gang in the area. Also, the gang members abducted the wife and stepson and killed them in Colonia Santa Maria. 4 fatalities.",4,,1632159713,,,,
SLV1660,2018-04-16,2018,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (El Salvador)",,3,"Civilians (El Salvador)",,7,37,"Civilian targeting",222,"Central America","El Salvador","San Salvador",Ayutuxtepeque,,Ayutuxtepeque,13.7456,-89.2064,2,"La Prensa Grafica",National,"On 16 April 2018, 2 family members of a police officer working for the PPI: Important People Protection were killed by several armed actors in Colonia Monte Victor, on the street towards Los Llanitos (Ayutuxtepeque, San Salvador).",2,,1607554533,,,,
